"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","name","entrez"
"ENSG00000179403",108.929842536121,0.165405859799461,0.17599276170981,0.939844674249697,0.347297239686078,0.458890686614077,"VWA1","von Willebrand factor A domain containing 1","64856"
"ENSG00000215915",0.543603841878244,0.78468107499181,2.42042057965419,0.324192035709727,0.745792651342108,0.820915389229187,"ATAD3C","ATPase family AAA domain containing 3C","219293"
"ENSG00000160072",423.792449298593,-0.791803457110144,0.0978592141321848,-8.09125092748654,5.90550517275488e-16,3.40380661853975e-15,"ATAD3B","ATPase family AAA domain containing 3B","83858"
"ENSG00000197785",708.708441641375,-0.664367837986054,0.0811918784372513,-8.1826883522532,2.77580386149966e-16,1.62276070253003e-15,"ATAD3A","ATPase family AAA domain containing 3A","55210"
"ENSG00000205090",40.4750829217052,0.497894327131639,0.293990305983404,1.69357396144805,0.0903462694529677,0.145188454824756,"TMEM240","transmembrane protein 240","339453"
"ENSG00000160075",1860.23851801681,0.0489569115056405,0.0522188415930462,0.937533465165185,0.348484217989444,0.459990070258213,"SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase","29101"
"ENSG00000228594",176.877295844935,0.336425158973394,0.140976553209655,2.38639086652285,0.0170146565168381,0.0321448542167876,"FNDC10","fibronectin type III domain containing 10","643988"
"ENSG00000197530",749.024212554717,0.419464859464611,0.0731092057622803,5.73751082495043,9.60781407181276e-09,3.62426321449646e-08,"MIB2","mindbomb E3 ubiquitin protein ligase 2","142678"
"ENSG00000189409",2.55268355396294,-0.0385517087772022,1.09981214357724,-0.0350529942793768,0.972037483486969,0.980419410869898,"MMP23B","matrix metallopeptidase 23B","8510"
"ENSG00000248333",477.512838582641,0.0727145569938453,0.0874014035426738,0.831960975985269,0.405430971972757,0.520099234211593,"CDK11B","cyclin dependent kinase 11B","984"
"ENSG00000189339",1751.0672425259,0.877810539396576,0.0570548914995842,15.3853686568307,2.05204402315891e-53,3.80415406456805e-52,"SLC35E2B","solute carrier family 35 member E2B","728661"
"ENSG00000008128",12.8597280624561,0.403593300200672,0.50391000680386,0.800923368758908,0.42317601053015,0.538348557893254,"CDK11A","cyclin dependent kinase 11A","728642"
"ENSG00000215790",44.3703655663435,1.2688873516645,0.282260898446784,4.49544148214253,6.94257499389921e-06,2.04516630541848e-05,"SLC35E2A","solute carrier family 35 member E2A","9906"
"ENSG00000008130",954.970824752761,0.0147195890452511,0.0662523349222588,0.222174645807173,0.824177930605598,0.880772557556762,"NADK","NAD kinase","65220"
"ENSG00000078369",9946.04557263681,0.0443202370772321,0.0382760451248579,1.15791056606444,0.246900535186733,0.346620316972954,"GNB1","G protein subunit beta 1","2782"
"ENSG00000169885",1.40907649268242,1.66715894575287,1.60706317782534,1.03739477623328,0.299551911837171,0.40528743933317,"CALML6","calmodulin like 6","163688"
"ENSG00000178821",2.56465587233207,-0.513052496947039,1.08917977836726,-0.471044823946452,0.637608725807481,0.733679642530881,"TMEM52","transmembrane protein 52","339456"
"ENSG00000067606",34.0074868626391,0.562193553313647,0.323167440358831,1.73963550501688,0.0819230407108983,0.13335340998423,"PRKCZ","protein kinase C zeta","5590"
"ENSG00000162585",655.211397296099,0.241138701737689,0.0757411327894196,3.18372188079255,0.00145394635034669,0.00326292472993629,"FAAP20","FA core complex associated protein 20","199990"
"ENSG00000157933",1780.14596929959,-0.709301608936321,0.0580165056701523,-12.2258588438434,2.26178523129197e-34,2.60423365146727e-33,"SKI","SKI proto-oncogene","6497"
"ENSG00000116151",45.9442404288924,0.0890753613167614,0.276601711016991,0.322034744431823,0.747426373165122,0.822487111752973,"MORN1","MORN repeat containing 1","79906"
"ENSG00000157916",2153.5090858002,0.0751255688325866,0.0522266904719175,1.43845164519819,0.150305948045861,0.227177629196995,"RER1","retention in endoplasmic reticulum sorting receptor 1","11079"
"ENSG00000157911",207.794701124024,-0.24653460107172,0.129138445752275,-1.90907207869486,0.0562527940519452,0.0953154378865909,"PEX10","peroxisomal biogenesis factor 10","5192"
"ENSG00000149527",30.2467084107542,-0.546723127863649,0.323492500967128,-1.69006430204453,0.0910156534563746,0.146057132038333,"PLCH2","phospholipase C eta 2","9651"
"ENSG00000157881",435.476343889853,-0.09806537859744,0.0905104466725313,-1.08347027556104,0.278599737549773,0.382060382619201,"PANK4","pantothenate kinase 4 (inactive)","55229"
"ENSG00000157873",24.332380919207,1.21815690773185,0.381099805758659,3.19642489795252,0.00139142043934681,0.00313080220383103,"TNFRSF14","TNF receptor superfamily member 14","8764"
"ENSG00000157870",391.29276401127,-1.33327287068436,0.0986171405065589,-13.5196869817543,1.19683956271233e-41,1.70096639105634e-40,"PRXL2B","peroxiredoxin like 2B","127281"
"ENSG00000142606",0.280742050920118,-0.175814047476725,3.18170420608946,-0.055257822880026,0.955933063263127,NA,"MMEL1","membrane metalloendopeptidase like 1","79258"
"ENSG00000215912",2.46654945097095,1.20618616054047,1.18945704921394,1.01406449382732,0.310551978992376,0.41809765838948,"TTC34","tetratricopeptide repeat domain 34","100287898"
"ENSG00000142611",4.06379450073457,0.358288346916579,0.904731455643579,0.396016237394677,0.692093049710964,0.778725822148048,"PRDM16","PR/SET domain 16","63976"
"ENSG00000130762",0.793807598119251,1.75431441470358,2.01651826963795,0.869971991386198,0.384315710789357,0.498332302095156,"ARHGEF16","Rho guanine nucleotide exchange factor 16","27237"
"ENSG00000162591",120.624795073974,0.27691766533241,0.164049820580981,1.68800955924065,0.0914093939550884,0.146625124957563,"MEGF6","multiple EGF like domains 6","1953"
"ENSG00000158109",1837.24896959111,0.321299645993769,0.0532118950718643,6.03811695786899,1.55923038447093e-09,6.22425173519299e-09,"TPRG1L","tumor protein p63 regulated 1 like","127262"
"ENSG00000116213",196.349812421993,0.139171501404475,0.135733801710192,1.02532677675693,0.305209025373187,0.411807252215511,"WRAP73","WD repeat containing, antisense to TP73","49856"
"ENSG00000078900",1.06285907626091,-1.29217095148451,1.83964000191964,-0.702404247644187,0.48242709708329,0.595278847690349,"TP73","tumor protein p73","7161"
"ENSG00000162592",0.612206756137193,-1.45443083823444,2.42702599589594,-0.599264631155109,0.54899642957269,0.657172626627867,"CCDC27","coiled-coil domain containing 27","148870"
"ENSG00000235169",8.00720108324259,-0.452339664822849,0.620940911396901,-0.72847457225075,0.466323128653699,0.580363981599241,"SMIM1","small integral membrane protein 1 (Vel blood group)","388588"
"ENSG00000130764",650.050345559859,-0.461561558317943,0.0765528461351965,-6.02931937374085,1.64651623419796e-09,6.56001485726566e-09,"LRRC47","leucine rich repeat containing 47","57470"
"ENSG00000116198",868.398768437544,0.369187995290535,0.0696311370014722,5.3020532363665,1.145074361106e-07,3.96711470004236e-07,"CEP104","centrosomal protein 104","9731"
"ENSG00000169598",99.4645610854156,-0.332394430413984,0.179407543734626,-1.85273385664123,0.0639205147619482,0.106664464058151,"DFFB","DNA fragmentation factor subunit beta","1677"
"ENSG00000198912",274.59719900775,-0.0792810784305026,0.109492557762846,-0.724077325896616,0.469018263950425,0.582898369678398,"C1orf174","chromosome 1 open reading frame 174","339448"
"ENSG00000196581",2.51926689723939,-0.102073207566121,1.16098430901527,-0.0879195410080071,0.929940625267293,0.9526284100361,"AJAP1","adherens junctions associated protein 1","55966"
"ENSG00000131697",226.184495605739,0.786511845527953,0.127881527258134,6.1503163309924,7.73285609390223e-10,3.14999538728389e-09,"NPHP4","nephrocystin 4","261734"
"ENSG00000069424",137.964257926444,0.330236441806728,0.159723560373325,2.06754996592149,0.038682361109185,0.0678529681060663,"KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2","8514"
"ENSG00000116254",4.87851054000781,1.29095570136201,0.832290364255744,1.55108812597683,0.120880566353492,0.187629045488969,"CHD5","chromodomain helicase DNA binding protein 5","26038"
"ENSG00000116251",3157.32757952669,-0.0522626741366083,0.0486267563682874,-1.07477195766017,0.282476838265225,0.386540641776615,"RPL22","ribosomal protein L22","6146"
"ENSG00000158286",16.6793288692637,-0.928163910622393,0.446358637365825,-2.07941290460947,0.0375794154126127,0.0661465931387896,"RNF207","ring finger protein 207","388591"
"ENSG00000116237",2331.28583130502,-0.385174947403813,0.048403699836497,-7.95755177196985,1.75476706715897e-15,9.87844042619898e-15,"ICMT","isoprenylcysteine carboxyl methyltransferase","23463"
"ENSG00000158292",186.514804596562,0.00952384719215616,0.133216295664538,0.0714916080247334,0.943006503295595,0.960803999002453,"GPR153","G protein-coupled receptor 153","387509"
"ENSG00000097021",1264.85337440718,-0.36176101173585,0.0633573712062164,-5.70984882814006,1.130765675929e-08,4.25241758914049e-08,"ACOT7","acyl-CoA thioesterase 7","11332"
"ENSG00000069812",3.15810817128513,2.95472164660346,1.29792491777337,2.2764965878553,0.0228163045971853,0.0419494382676294,"HES2","hes family bHLH transcription factor 2","54626"
"ENSG00000187017",0.634513129677028,1.26926854167997,2.26453917970987,0.560497496820782,0.575140146586026,0.681493445922564,"ESPN","espin","83715"
"ENSG00000215788",53.392055126377,1.21642916910153,0.254308220318366,4.78328686181946,1.72451738455991e-06,5.39044267521611e-06,"TNFRSF25","TNF receptor superfamily member 25","8718"
"ENSG00000171680",427.118705593219,0.840544674617322,0.0963104554932547,8.72744989432835,2.60479197018644e-18,1.66910539376556e-17,"PLEKHG5","pleckstrin homology and RhoGEF domain containing G5","57449"
"ENSG00000162408",364.085764021207,-0.647970481290691,0.102971041480054,-6.29274475597306,3.11900979037191e-10,1.31037532185009e-09,"NOL9","nucleolar protein 9","79707"
"ENSG00000173662",0.144923387344287,-1.13759814349974,4.0804728567969,-0.278790763576536,0.780405403141678,NA,"TAS1R1","taste 1 receptor member 1","80835"
"ENSG00000204859",120.908623879486,0.264363509909215,0.171011293526584,1.54588334172281,0.122132744362887,0.189313460919249,"ZBTB48","zinc finger and BTB domain containing 48","3104"
"ENSG00000162413",2066.29846562912,0.782090893797726,0.0629049717192938,12.4328947684408,1.73245094811144e-35,2.06076368630076e-34,"KLHL21","kelch like family member 21","9903"
"ENSG00000116273",483.096239817907,-0.083805113941186,0.0940473119748172,-0.891095260262476,0.372878067476707,0.48635697223672,"PHF13","PHD finger protein 13","148479"
"ENSG00000041988",128.326371358964,-0.430757756205683,0.158290060696418,-2.72131904119884,0.00650219738112312,0.0132342749624351,"THAP3","THAP domain containing 3","90326"
"ENSG00000007923",671.879434225984,-0.564530297789245,0.0752089154900141,-7.50616192390384,6.0886098647886e-14,3.18770629439625e-13,"DNAJC11","DnaJ heat shock protein family (Hsp40) member C11","55735"
"ENSG00000171735",303.848948894719,-0.0868963713842716,0.107186924529568,-0.810699362498275,0.417538339544067,0.532924573326445,"CAMTA1","calmodulin binding transcription activator 1","23261"
"ENSG00000049245",1972.24810613789,-0.672795172551314,0.0520423566364053,-12.927838323153,3.13509945200391e-38,4.02133122050771e-37,"VAMP3","vesicle associated membrane protein 3","9341"
"ENSG00000049246",147.3350024356,-0.20554023281307,0.158399219100515,-1.29760887698973,0.194421770209688,0.283870422959221,"PER3","period circadian regulator 3","8863"
"ENSG00000049247",0.322359981448618,-0.175813577071158,3.03719917979222,-0.0578867458680094,0.953838840683753,NA,"UTS2","urotensin 2","10911"
"ENSG00000049249",2.47064777156683,-2.11201292882399,1.27015503095415,-1.66279932555748,0.0963526116989321,0.153784361188961,"TNFRSF9","TNF receptor superfamily member 9","3604"
"ENSG00000116288",2258.1923049478,-0.337643069158933,0.0495260522092623,-6.81748401290479,9.26487105676288e-12,4.29253912714779e-11,"PARK7","Parkinsonism associated deglycase","11315"
"ENSG00000116285",2398.97446233045,-0.978812953449166,0.138405725453304,-7.07205536652023,1.5265548460843e-12,7.39105299658029e-12,"ERRFI1","ERBB receptor feedback inhibitor 1","54206"
"ENSG00000162426",66.1455851799461,-0.0885200519332016,0.218918491701012,-0.404351643597554,0.685954154011249,0.774312098529284,"SLC45A1","solute carrier family 45 member 1","50651"
"ENSG00000142599",1448.30090895099,-0.728832876545203,0.0608942360765158,-11.9688319207979,5.17520616550991e-33,5.68770980367524e-32,"RERE","arginine-glutamic acid dipeptide repeats","473"
"ENSG00000074800",18390.4756149844,-1.33893117834408,0.0358590275895759,-37.3387475440998,3.86082290713237e-305,2.37086700022154e-302,"ENO1","enolase 1","2023"
"ENSG00000131686",0.144923387344287,-1.13759814349974,4.0804728567969,-0.278790763576536,0.780405403141678,NA,"CA6","carbonic anhydrase 6","765"
"ENSG00000142583",0.795996933916045,1.65816531767008,2.09096097285735,0.793015909524202,0.427768553593205,0.543206353856338,"SLC2A5","solute carrier family 2 member 5","6518"
"ENSG00000180758",131.906748861367,-0.909413829377723,0.158163616948431,-5.74982949254529,8.93334953400636e-09,3.37935588891647e-08,"GPR157","G protein-coupled receptor 157","80045"
"ENSG00000049239",1601.45954658721,-0.444676869370201,0.0545653741600521,-8.14943315637986,3.65634068508686e-16,2.12405002037091e-15,"H6PD","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase","9563"
"ENSG00000171621",607.0715212426,0.246110337968821,0.0810677536430906,3.03585984449931,0.00239850827740046,0.00523072136613318,"SPSB1","splA/ryanodine receptor domain and SOCS box containing 1","80176"
"ENSG00000171612",169.912453924335,0.0838130139136346,0.144325337342758,0.580722799314076,0.561427293131474,0.668469497994156,"SLC25A33","solute carrier family 25 member 33","84275"
"ENSG00000188807",341.694439198546,0.112623707100639,0.103721283352247,1.0858302506551,0.277554100143845,0.380945457992176,"TMEM201","transmembrane protein 201","199953"
"ENSG00000171608",587.285654132433,-0.631337041044273,0.0889004653943566,-7.10161682780515,1.2330571063956e-12,6.00158376289904e-12,"PIK3CD","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","5293"
"ENSG00000171603",4150.80399431927,-0.12019228136015,0.0425908497423058,-2.8220212108321,0.00477220208595803,0.00994242498485291,"CLSTN1","calsyntenin 1","22883"
"ENSG00000178585",367.372092143342,-0.216351827781732,0.0978413063406686,-2.21125244412035,0.0270183605264093,0.0489786712716138,"CTNNBIP1","catenin beta interacting protein 1","56998"
"ENSG00000162441",292.967656286429,-0.97254027046673,0.109782576743531,-8.85878524001796,8.0891032643263e-19,5.29854239598405e-18,"LZIC","leucine zipper and CTNNBIP1 domain containing","84328"
"ENSG00000173614",221.895316976591,-0.295736728382802,0.121437170993167,-2.4353064713558,0.0148791815021262,0.0284569656084008,"NMNAT1","nicotinamide nucleotide adenylyltransferase 1","64802"
"ENSG00000162444",0.335628953094802,1.76002405826953,2.94200475634518,0.598239705246427,0.549680001677813,NA,"RBP7","retinol binding protein 7","116362"
"ENSG00000130939",2003.76871125387,0.737284394392623,0.0522784645613006,14.1030231201243,3.63842901565618e-45,5.60325672233446e-44,"UBE4B","ubiquitination factor E4B","10277"
"ENSG00000054523",1698.73379437079,-0.19977685869818,0.0601957605583752,-3.31878618768252,0.000904096260146926,0.00209078466688301,"KIF1B","kinesin family member 1B","23095"
"ENSG00000142657",3988.34288412843,0.123940918678978,0.0453004910835297,2.73597295999381,0.0062196136524304,0.012695937120432,"PGD","phosphogluconate dehydrogenase","5226"
"ENSG00000251503",2.62968228585215,0.208091344564273,1.06169564302149,0.195999056727844,0.844610904300687,0.894951147284746,"CENPS-CORT","CENPS-CORT readthrough","100526739"
"ENSG00000175279",15.1411484580662,-0.000460007617638477,0.450672714606653,-0.00102071326425868,0.999185588786858,0.999389019853459,"CENPS","centromere protein S","378708"
"ENSG00000241563",2.83610942310219,-0.336471751099386,1.02984221113093,-0.326721654504612,0.743878420395736,0.819691806884721,"CORT","cortistatin","1325"
"ENSG00000160049",909.431158299505,-0.199097359011085,0.0713596712298302,-2.79005432031556,0.00526991990880366,0.0108946667998244,"DFFA","DNA fragmentation factor subunit alpha","1676"
"ENSG00000142655",301.444744039201,-0.203866048675626,0.109802695712332,-1.85665795682947,0.0633598326429595,0.105896712802442,"PEX14","peroxisomal biogenesis factor 14","5195"
"ENSG00000130940",4.15740417674339,-0.976775926017451,0.891322406776993,-1.09587273762079,0.273134471197515,0.375824464243206,"CASZ1","castor zinc finger 1","54897"
"ENSG00000120948",1216.48413987918,-0.274926327562379,0.0595649563030492,-4.61557171575236,3.92014637606618e-06,1.18537376467918e-05,"TARDBP","TAR DNA binding protein","23435"
"ENSG00000277726",0.144923387344287,-1.13759814349974,4.0804728567969,-0.278790763576536,0.780405403141678,NA,NA,NA,NA
"ENSG00000009724",15.536404218195,-0.410607034573321,0.446495178874898,-0.919622549134775,0.357770038956199,0.470283163943673,"MASP2","mannan binding lectin serine peptidase 2","10747"
"ENSG00000116649",2058.93095814472,-1.26360906970571,0.0543785212954511,-23.2372826550437,1.91282396409635e-119,1.08846330435722e-117,"SRM","spermidine synthase","6723"
"ENSG00000171824",817.373897377406,-0.164050061150337,0.0730072388258295,-2.24703829084271,0.0246375800882187,0.0450395255941661,"EXOSC10","exosome component 10","5394"
"ENSG00000198793",1657.59550594203,-0.0149372943453135,0.0541494336871367,-0.275853196020808,0.782660823691393,0.848900148628478,"MTOR","mechanistic target of rapamycin kinase","2475"
"ENSG00000171819",0.633640327047847,-1.58849331435093,2.26587338603799,-0.701051225606433,0.483271047391698,0.595802516018191,"ANGPTL7","angiopoietin like 7","10218"
"ENSG00000120942",259.092435417049,-0.329131544987388,0.114674768147581,-2.87013045942078,0.00410302476712622,0.00863369203568049,"UBIAD1","UbiA prenyltransferase domain containing 1","29914"
"ENSG00000204624",2.65819514122545,1.93152758932422,1.23066877402375,1.56949427018366,0.116532813534791,0.181722633147365,"DISP3","dispatched RND transporter family member 3","57540"
"ENSG00000116661",46.1780785986074,1.16924987815296,0.269532137928631,4.33807221334979,1.43737931370247e-05,4.0848623843708e-05,"FBXO2","F-box protein 2","26232"
"ENSG00000132879",215.991808974041,-0.0309694525376573,0.127314016139066,-0.243252498639498,0.807809799884303,0.867305371216935,"FBXO44","F-box protein 44","93611"
"ENSG00000116663",65.1191621613431,-0.231679116493422,0.22133519206069,-1.04673420587312,0.295222182887816,0.400790763762033,"FBXO6","F-box protein 6","26270"
"ENSG00000116670",303.585942678025,-0.317778352203061,0.109799827120318,-2.89416076998775,0.00380173453639064,0.00804912564248316,"MAD2L2","mitotic arrest deficient 2 like 2","10459"
"ENSG00000162490",12.974640930305,3.04770708206717,0.655648990796236,4.64838217529467,3.3454863244686e-06,1.01976788934888e-05,"DRAXIN","dorsal inhibitory axon guidance protein","374946"
"ENSG00000177674",420.234513406688,0.535065201707542,0.0979024839907691,5.46528729299648,4.6215767606188e-08,1.65684257596691e-07,"AGTRAP","angiotensin II receptor associated protein","57085"
"ENSG00000177000",285.501117306741,0.292840334621665,0.109822673616959,2.66648338614517,0.00766493948067494,0.0153967395483423,"MTHFR","methylenetetrahydrofolate reductase","4524"
"ENSG00000011021",368.754725254034,0.707741258741223,0.101384572246985,6.98075893654784,2.93589704135264e-12,1.40075269004387e-11,"CLCN6","chloride voltage-gated channel 6","1185"
"ENSG00000175206",0.765458639236935,2.9803657780798,2.05602872071247,1.44957400062341,0.147177350581705,0.223158414904647,"NPPA","natriuretic peptide A","4878"
"ENSG00000120937",1.24540004274696,1.09584693799401,1.78346284299224,0.614448987429106,0.538918672851777,0.648956891942927,"NPPB","natriuretic peptide B","4879"
"ENSG00000116685",1363.89085730184,0.0856483540011236,0.0623836621819314,1.37292924149507,0.16977434500608,0.252187581037796,"KIAA2013","KIAA2013","90231"
"ENSG00000083444",10160.1427997413,0.0864413026703085,0.0408905509285943,2.11396766996996,0.0345180287291397,0.0612259847647202,"PLOD1","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1","5351"
"ENSG00000116688",2352.37990165954,-0.232692535028659,0.0509958657896238,-4.56296861374212,5.04353568383599e-06,1.50804684334297e-05,"MFN2","mitofusin 2","9927"
"ENSG00000116691",142.034439404488,-0.626692738136087,0.155598121638429,-4.02763691191828,5.63402602567448e-05,0.000150451667994909,"MIIP","migration and invasion inhibitory protein","60672"
"ENSG00000120949",2.87800909922136,-1.85157049352641,1.12067334179762,-1.65219464447722,0.0984948778590807,0.156931622690501,"TNFRSF8","TNF receptor superfamily member 8","943"
"ENSG00000028137",284.51883113806,-0.691579199712801,0.113095489137801,-6.11500250792624,9.65554450942773e-10,3.90728761614349e-09,"TNFRSF1B","TNF receptor superfamily member 1B","7133"
"ENSG00000048707",1177.42898261781,0.315531741208295,0.0753063171788736,4.18997705675632,2.78982661549242e-05,7.68244855364858e-05,"VPS13D","vacuolar protein sorting 13 homolog D","55187"
"ENSG00000162496",239.359926567298,1.49168299077945,0.126037747481494,11.8352082656703,2.56705520293481e-32,2.7455195631969e-31,"DHRS3","dehydrogenase/reductase 3","9249"
"ENSG00000179172",1.21308277816865,-1.51845232839942,1.69389517372263,-0.896426385738121,0.370025080295063,0.483288694912144,"HNRNPCL1","heterogeneous nuclear ribonucleoprotein C like 1","343069"
"ENSG00000120952",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"PRAMEF2","PRAME family member 2","65122"
"ENSG00000277058",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"HNRNPCL3","heterogeneous nuclear ribonucleoprotein C like 3","649330"
"ENSG00000275774",0.144923387344287,-1.13759814349974,4.0804728567969,-0.278790763576536,0.780405403141678,NA,"HNRNPCL2","heterogeneous nuclear ribonucleoprotein C like 2","440563"
"ENSG00000179412",1.42945348458236,-0.228839133993086,1.50624541816112,-0.151926858155997,0.879244624438969,0.91767102291442,"HNRNPCL4","heterogeneous nuclear ribonucleoprotein C like 4","101060301"
"ENSG00000162493",46.3376286808845,0.859990244259694,0.272303233819925,3.15820797349916,0.00158742264726232,0.00354207948150675,"PDPN","podoplanin","10630"
"ENSG00000116731",500.380369836304,-0.397461588444769,0.0857637581757279,-4.63437700141801,3.58014022558157e-06,1.08814408423636e-05,"PRDM2","PR/SET domain 2","7799"
"ENSG00000189337",242.360447435594,-0.616800098175317,0.120164471533227,-5.1329655954486,2.85212058399136e-07,9.5947393670086e-07,"KAZN","kazrin, periplakin interacting protein","23254"
"ENSG00000171729",518.629349291039,1.29355664555549,0.09794618242878,13.2068102449637,8.01494536757487e-40,1.07483407486186e-38,"TMEM51","transmembrane protein 51","55092"
"ENSG00000142621",0.805101657684502,0.388071418546278,1.99047313451868,0.194964409122818,0.845420810323721,0.895287620894328,"FHAD1","forkhead associated phosphopeptide binding domain 1","114827"
"ENSG00000142634",1068.14842431117,-1.26513375586565,0.0645177325179305,-19.6090858511502,1.29335626526401e-85,4.48505520881436e-84,"EFHD2","EF-hand domain family member D2","79180"
"ENSG00000162438",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"CTRC","chymotrypsin C","11330"
